session_id,src_ip,session_start,session_end,duration,cmd_count,unique_cmds,cmd_failed_count,unique_failed_cmds,cmds_per_min,cmd_failed_per_min,cmd_failed_ratio,login_success,login_fail,fails_per_min,unique_users,unique_pass,pw_entropy_per_char,pw_entropy_total,pw_normalized_entropy,pw_length_mean,pw_unique_chars_mean,pw_total_strength,has_successful_login,has_any_commands,has_failed_commands,is_local_src,contains_recon_cmds,contains_install_cmds,contains_nav_cmds,contains_exit_cmd,attack_cluster,pca1,pca2
3a890134,0,2019-05-13 15:54:03.294046+00:00,2019-05-13 15:54:04.432955+00:00,1.138909,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1248761260116984,-0.47559881543550336
3a937ba3,0,2019-05-13 14:18:10.950733+00:00,2019-05-13 14:18:19.018562+00:00,8.067829,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.2983480098093425,-0.3853171056929005
3aa091d5,0,2019-05-13 07:24:33.257283+00:00,2019-05-13 07:24:33.458451+00:00,0.201168,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.251086381944681,0.12505856838109147
3aad8f33,0,2019-05-13 05:28:18.048211+00:00,2019-05-13 05:28:22.650451+00:00,4.60224,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.2405135568074335,-0.4154164692596866
3aafd3cb,0,2019-05-13 16:37:51.005755+00:00,2019-05-13 16:37:54.934381+00:00,3.928626,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.2251284370562385,-0.4234235012081771
3abaf531,0,2019-05-13 13:33:48.703096+00:00,2019-05-13 13:33:50.138088+00:00,1.434992,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.140446352334075,-0.4674954466203976
3ac27dec,0,2019-05-13 19:15:28.959755+00:00,2019-05-13 19:15:30.073883+00:00,1.114128,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.123476586800615,-0.47632719164300347
3ac2d149,0,2019-05-13 16:25:02.310366+00:00,2019-05-13 16:27:57.020023+00:00,174.709657,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.654326172139494,-0.2000518256796548
3acc2c6f,0,2019-05-13 14:07:53.829575+00:00,2019-05-13 14:07:54.739996+00:00,0.910421,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.111308549815639,-0.4826599249895571
3ad159ec,0,2019-05-13 04:41:35.222641+00:00,2019-05-13 04:41:36.419110+00:00,1.196469,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1280653118365636,-0.4739390355181331
3ad77a75,0,2019-05-13 05:07:06.552363+00:00,2019-05-13 05:07:13.815769+00:00,7.263406,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.2871915188319867,-0.39112339002044355
3ad8c5ca,0,2019-05-13 16:17:30.333414+00:00,2019-05-13 16:17:30.667023+00:00,0.333609,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.238524958342462,0.13159603586448115
3aeb9068,0,2019-05-13 04:08:53.947056+00:00,2019-05-13 04:08:55.262435+00:00,1.315379,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1343970797872096,-0.47064373011322636
3aef7a5f,0,2019-05-13 06:16:53.946756+00:00,2019-05-13 06:16:54.075448+00:00,0.128692,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.258560587264575,0.12116869285501268
3aefc9ee,0,2019-05-13 09:07:37.888672+00:00,2019-05-13 09:07:41.445143+00:00,3.556471,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.2156994383313253,-0.428330729442575
3af144b0,0,2019-05-13 14:27:51.155125+00:00,2019-05-13 14:27:51.337423+00:00,0.182298,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.252988040327339,0.12406886926458803
3af69b8c,0,2019-05-13 05:25:09.806321+00:00,2019-05-13 05:25:11.217591+00:00,1.41127,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1392706202493645,-0.4681073446437725
3af91481,0,2019-05-13 01:11:27.451185+00:00,2019-05-13 01:11:28.386710+00:00,0.935525,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.112876406642215,-0.48184394955978666
3afe1ac7,0,2019-05-13 08:02:25.394606+00:00,2019-05-13 08:02:27.228867+00:00,1.834261,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1586815420921446,-0.4580051241958155
3b0f33a1,0,2019-05-13 08:26:39.690224+00:00,2019-05-13 08:26:39.810308+00:00,0.120084,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.259480017266173,0.12069018469152375
3b1b2eaf,0,2019-05-13 05:15:48.064157+00:00,2019-05-13 05:15:52.180989+00:00,4.116832,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.2296290849148472,-0.42108118397077077
3b3465e8,0,2019-05-13 00:19:36.655753+00:00,2019-05-13 00:19:36.762102+00:00,0.106349,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.260961801712418,0.11991900477263244
3b3ab6e4,0,2019-05-13 18:02:39.058681+00:00,2019-05-13 18:05:38.885097+00:00,179.826416,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.657773493678937,-0.19825770160721146
3b3bbbc7,0,2019-05-13 05:02:57.379741+00:00,2019-05-13 05:02:58.590261+00:00,1.21052,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1288311327603506,-0.4735404716653485
3b49a8ae,0,2019-05-13 04:26:57.907786+00:00,2019-05-13 04:26:58.068991+00:00,0.161205,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.255149987391454,0.12294370550289772
3b4c57e9,0,2019-05-13 10:21:05.102545+00:00,2019-05-13 10:21:05.257929+00:00,0.155384,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.255753532886417,0.12262959627666568
3b4e5d74,0,2019-05-13 01:16:45.758701+00:00,2019-05-13 01:16:46.705726+00:00,0.947025,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1135878536254475,-0.48147368408142033
3b525ca4,0,2019-05-13 06:09:57.953877+00:00,2019-05-13 06:10:02.094168+00:00,4.140291,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.230178429917483,-0.42079528284955875
3b56f17e,0,2019-05-13 16:17:30.281289+00:00,2019-05-13 16:17:30.639807+00:00,0.358518,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.236302499987885,0.13275269212306517
3b579e9b,0,2019-05-13 01:25:10.520924+00:00,2019-05-13 01:25:10.702783+00:00,0.181859,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.25303264174883,0.1240456569001344
3b5ee5cc,0,2019-05-13 11:47:05.032547+00:00,2019-05-13 11:47:05.266261+00:00,0.233714,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.247875635159052,0.12672956948519726
3b73ca00,0,2019-05-13 17:59:56.498050+00:00,2019-05-13 17:59:57.837184+00:00,1.339134,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1356229515656096,-0.47000573738693374
3b74cc3c,0,2019-05-13 21:39:28.378590+00:00,2019-05-13 21:39:29.342709+00:00,0.964119,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1146376453573916,-0.4809273304570824
3b75fd02,0,2019-05-13 01:59:50.613759+00:00,2019-05-13 01:59:50.774811+00:00,0.161052,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.255165812315705,0.12293546957908862
3b7ca8dc,0,2019-05-13 20:07:31.378376+00:00,2019-05-13 20:07:31.444771+00:00,0.066395,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.265379145026784,0.11762004255345142
3b830171,0,2019-05-13 23:19:43.108142+00:00,2019-05-13 23:19:44.079139+00:00,0.970997,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1150574677155327,-0.4807088381028669
3b8e46be,0,2019-05-13 03:24:24.845261+00:00,2019-05-13 05:20:25.454333+00:00,6960.609072,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,3.0962013278434184,0.02991768682223705
3b917729,0,2019-05-13 21:29:39.682449+00:00,2019-05-13 21:29:40.877458+00:00,1.195009,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1279854567381102,-0.47398059530674086
3b985698,0,2019-05-13 08:26:39.707060+00:00,2019-05-13 08:26:39.819947+00:00,0.112887,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.260254176704166,0.12028728114228447
3baab714,0,2019-05-13 04:27:01.803470+00:00,2019-05-13 04:27:03.802018+00:00,1.998548,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1654486144128935,-0.45448326897816105
3bac2ee5,0,2019-05-13 10:57:31.076053+00:00,2019-05-13 10:57:32.162106+00:00,1.086053,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1218710557243927,-0.4771627742598112
3bac79d2,0,2019-05-13 17:43:13.056938+00:00,2019-05-13 17:43:13.998928+00:00,0.94199,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1132768821255357,-0.4816355260933859
3bbab7cd,0,2019-05-13 22:02:14.673448+00:00,2019-05-13 22:02:15.801538+00:00,1.12809,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1242671138022162,-0.4759157697587198
3bc3e31f,0,2019-05-13 05:00:06.280732+00:00,2019-05-13 05:00:06.385535+00:00,0.104803,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.261129740669314,0.11983160261944802
3bc9e10f,0,2019-05-13 08:00:24.875147+00:00,2019-05-13 08:00:24.980851+00:00,0.105704,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.261031838253247,0.11988255495429832
3bcba401,0,2019-05-13 02:25:04.640089+00:00,2019-05-13 02:25:28.075034+00:00,23.434945,0,0,0,0,0.0,0.0,0.0,0,21,53.765861058092874,11,19,2.310941994304041,14.781724130473922,0.9834105068213306,6.0,5.4,23.181724130473917,0,0,0,0,0,0,0,0,2,5.302008075593797,13.357601966219482
3bccd30c,0,2019-05-13 19:09:25.596494+00:00,2019-05-13 19:09:26.596517+00:00,1.000023,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.11681317996957,-0.47979509519167884
3bce4fcb,0,2019-05-13 07:20:00.937706+00:00,2019-05-13 07:20:02.078979+00:00,1.141273,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.125008787776115,-0.47552977294488863
3bdae9bd,0,2019-05-13 00:01:29.509283+00:00,2019-05-13 00:01:29.678486+00:00,0.169203,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.254325637411841,0.12337273021835242
3be1de32,0,2019-05-13 17:42:28.530087+00:00,2019-05-13 17:42:31.029412+00:00,2.499325,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1839965546974636,-0.4448301786649894
3be973fc,0,2019-05-13 02:58:10.501642+00:00,2019-05-13 02:58:11.693302+00:00,1.19166,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1278020814304766,-0.4740760311545295
3bf7e907,0,2019-05-13 16:13:51.938121+00:00,2019-05-13 16:13:53.952198+00:00,2.014077,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1660689701834768,-0.4541604110118391
3c0c38c3,0,2019-05-13 01:53:34.430336+00:00,2019-05-13 01:53:34.709259+00:00,0.278923,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.243553458524684,0.12897900315604743
3c0f8e95,0,2019-05-13 09:33:33.444323+00:00,2019-05-13 09:33:35.619535+00:00,2.175212,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.134342939697847,0.18581652717270594
3c23557e,0,2019-05-13 08:11:24.009110+00:00,2019-05-13 08:11:24.221995+00:00,0.212885,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.249920556502836,0.12566531059110836
3c2b1f49,0,2019-05-13 13:04:19.480939+00:00,2019-05-13 13:04:20.370423+00:00,0.889484,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1099851026811955,-0.4833486998355771
3c2d0cb0,0,2019-05-13 16:52:36.592692+00:00,2019-05-13 16:52:36.991021+00:00,0.398329,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.232833685272549,0.13455800210428465
3c302202,0,2019-05-13 06:05:42.457769+00:00,2019-05-13 06:05:44.734197+00:00,2.276428,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1760922462509305,-0.4489438970685915
3c3682ed,0,2019-05-13 21:07:19.718018+00:00,2019-05-13 21:07:19.895812+00:00,0.177794,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.253446425398978,0.12383030733119575
3c38af09,0,2019-05-13 01:13:02.084078+00:00,2019-05-13 01:15:36.788583+00:00,154.704505,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.6398097498044826,-0.2076067527321522
3c395607,0,2019-05-13 22:20:50.541175+00:00,2019-05-13 22:23:46.641746+00:00,176.100571,0,0,0,0,0.0,0.0,0.0,0,5,1.7035719884053395,4,4,2.4319448617396766,14.570168734373478,0.9907402661986286,6.0,5.5,23.07016873437348,0,0,0,0,0,0,0,0,3,3.3961036096058357,6.32161597405421
3c3ddf44,0,2019-05-13 23:55:58.286388+00:00,2019-05-13 23:55:58.376565+00:00,0.090177,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.262730263665819,0.11899862640772106
3c3ff504,0,2019-05-13 17:02:13.288916+00:00,2019-05-13 17:02:13.425933+00:00,0.137017,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.257678030687229,0.12162801061304367
3c4057c3,0,2019-05-13 15:27:28.795012+00:00,2019-05-13 15:27:29.184845+00:00,0.389833,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.233565596371701,0.13417708628112984
3c5816e4,0,2019-05-13 11:27:50.642329+00:00,2019-05-13 11:27:50.869707+00:00,0.227378,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.248494005666886,0.1264077447290498
3c5ada65,0,2019-05-13 05:28:18.001356+00:00,2019-05-13 05:28:18.110992+00:00,0.109636,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.2606055198651935,0.12010442810241699
3c5dc5de,0,2019-05-13 03:08:44.915542+00:00,2019-05-13 03:08:54.622935+00:00,9.707393,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.3183082423146724,-0.3749290019956863
3c613b27,0,2019-05-13 03:21:03.880999+00:00,2019-05-13 03:21:13.352896+00:00,9.471897,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.3156373859921353,-0.37631902249927845
3c62251f,0,2019-05-13 00:03:33.204778+00:00,2019-05-13 00:03:34.060697+00:00,0.855919,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.107832518158983,-0.4844689909558229
3c681312,0,2019-05-13 08:21:46.276450+00:00,2019-05-13 08:21:47.357358+00:00,1.080908,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1215744861095844,-0.47731712095448275
3c743cb5,0,2019-05-13 05:48:19.495643+00:00,2019-05-13 05:48:19.635558+00:00,0.139915,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.257372321110315,0.12178711410972719
3c750336,0,2019-05-13 23:14:57.118320+00:00,2019-05-13 23:14:58.344350+00:00,1.22603,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.129670841504767,-0.4731034536341143
3c77b9cc,0,2019-05-13 00:54:53.570230+00:00,2019-05-13 00:54:53.698314+00:00,0.128084,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.258625297894019,0.12113501485407739
3c82abba,0,2019-05-13 15:18:27.283456+00:00,2019-05-13 15:18:28.258706+00:00,0.97525,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.115316331785589,-0.4805741148824578
3c853c99,0,2019-05-13 09:15:13.478394+00:00,2019-05-13 09:15:24.718691+00:00,11.240297,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.334377051687461,-0.36656615061052705
3c85d803,0,2019-05-13 08:28:40.851086+00:00,2019-05-13 08:28:43.190171+00:00,2.339085,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1783672365312983,-0.44775990109378
3c9baca5,0,2019-05-13 16:32:57.340486+00:00,2019-05-13 16:33:03.974288+00:00,6.633802,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.277673767943373,-0.39607680843221665
3ca12775,0,2019-05-13 20:43:09.175266+00:00,2019-05-13 20:43:09.236698+00:00,0.061432,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.265939378735667,0.11732847451380062
3ca19d69,0,2019-05-13 12:56:10.557634+00:00,2019-05-13 12:56:14.800694+00:00,4.24306,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.232555813538316,-0.4195579972831367
3ca55038,0,2019-05-13 16:17:30.377317+00:00,2019-05-13 16:17:35.583138+00:00,5.205821,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.252801979412958,-0.4090210824190126
3cac232c,0,2019-05-13 20:01:20.736898+00:00,2019-05-13 20:01:21.926376+00:00,1.189478,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1276824546710844,-0.4741382897069385
3cb81ab1,0,2019-05-13 06:20:21.739012+00:00,2019-05-13 06:20:44.519368+00:00,22.780356,0,0,0,0,0.0,0.0,0.0,0,21,55.31081238069111,1,21,2.540842677336446,21.860600658697187,0.9337062101406668,7.714285714285714,6.761904761904762,32.4796482777448,0,0,0,0,0,0,0,0,2,4.205114358015775,12.698389043575162
3cc7be57,0,2019-05-13 03:29:35.530388+00:00,2019-05-13 03:29:37.105905+00:00,1.575517,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1471845872006714,-0.46398859956780447
3ccca73e,0,2019-05-13 06:21:53.261326+00:00,2019-05-13 06:22:16.659365+00:00,23.398039,0,0,0,0,0.0,0.0,0.0,0,21,53.850666578039295,15,17,2.0667853332861856,11.912265443323498,0.9314127578350524,5.157894736842105,4.7368421052631575,19.228054917007707,0,0,0,0,0,0,0,0,2,5.220973819874116,13.42915431011378
3cde73ca,0,2019-05-13 18:12:55.279491+00:00,2019-05-13 18:12:56.223001+00:00,0.94351,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.1133708451929603,-0.48158662395319995
3ce7477b,0,2019-05-13 07:30:20.146377+00:00,2019-05-13 07:30:25.744027+00:00,5.59765,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.2601549864127883,-0.4051942833484012
3cea17f6,0,2019-05-13 01:05:27.749218+00:00,2019-05-13 01:05:32.197503+00:00,4.448285,0,0,0,0,0.0,0.0,0.0,1,0,0.0,1,1,2.321928094887362,11.60964047443681,1.0,5.0,5.0,19.10964047443681,1,0,0,0,0,0,0,0,0,2.2371669901737983,-0.4171581564474765
3ced20d5,0,2019-05-13 17:02:13.282697+00:00,2019-05-13 17:02:13.423003+00:00,0.140306,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,-4.257331134096095,0.12180854948001067
